trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1324,False,"{'a': 0.5, 'e': 0.0013114716512957875}",20,14,9.39386698268493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.5, 'e': 0.0013049142930393086}",25,9,31.388231555439244,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.5, 'e': 0.0012983897215741121}",30,11,32.63451657826449,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.5, 'e': 0.0012918977729662415}",25,19,13.316098061401728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.5, 'e': 0.0012854382841014102}",25,18,11.413250663711441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.5, 'e': 0.0012790110926809031}",20,1,30.499114197911698,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.5, 'e': 0.0012726160372174987}",20,15,11.21909624552223,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.5, 'e': 0.0012662529570314112}",20,6,27.49722592245871,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.5, 'e': 0.0012599216922462542}",25,13,22.80969624635359,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.5, 'e': 0.0012536220837850228}",25,14,20.942855746720298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.5, 'e': 0.0012473539733660977}",30,8,33.77083096964809,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.5, 'e': 0.0012411172034992673}",25,12,20.14426596859329,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.5, 'e': 0.0012349116174817708}",20,14,11.285011954821634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.5, 'e': 0.001228737059394362}",20,14,10.206267963870195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.5, 'e': 0.0012225933740973903}",25,11,24.076776774844888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.5, 'e': 0.0012164804072269033}",25,20,10.83089189049344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.5, 'e': 0.0012103980051907687}",20,16,8.224506750617962,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.5, 'e': 0.001204346015164815}",35,18,-10.943339587240255,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1342,False,"{'a': 0.5, 'e': 0.0011983242850889908}",30,17,25.433053871631294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.5, 'e': 0.001192332663663546}",20,13,13.855793758127184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.5, 'e': 0.001186371000345228}",20,0,15.815510295887826,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1345,False,"{'a': 0.5, 'e': 0.001180439145343502}",25,5,34.531484791726484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.5, 'e': 0.0011745369496167844}",20,13,15.491629280196547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.5, 'e': 0.0011686642648687006}",20,10,14.298883857628123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.5, 'e': 0.001162820943544357}",20,0,31.362536897050603,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1349,False,"{'a': 0.5, 'e': 0.0011570068388266352}",20,10,20.034830021008908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.5, 'e': 0.0011512218046325021}",25,10,25.556754731070527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.5, 'e': 0.0011454656956093395}",25,9,29.614827539566686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.5, 'e': 0.0011397383671312928}",20,10,16.74436928608074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.5, 'e': 0.0011340396752956363}",25,16,16.650019640649674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.5, 'e': 0.0011283694769191582}",30,20,18.774081026894752,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.5, 'e': 0.0011227276295345623}",30,19,19.992838594268576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.5, 'e': 0.0011171139913868896}",35,25,18.17851120723643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.5, 'e': 0.001111528421429955}",25,17,16.13263218394366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.5, 'e': 0.0011059707793228052}",20,14,10.507764796064805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.5, 'e': 0.0011004409254261912}",30,20,23.765763812420406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.5, 'e': 0.0010949387207990604}",20,15,10.365087700467809,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.5, 'e': 0.001089464027195065}",30,18,23.263591368696297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.5, 'e': 0.0010840167070590898}",25,10,25.34030062713079,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.5, 'e': 0.0010785966235237943}",30,17,24.59458845130774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.5, 'e': 0.0010732036404061754}",20,13,9.870807185156778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.5, 'e': 0.0010678376222041444}",20,14,11.819685047383444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.5, 'e': 0.0010624984340931237}",30,16,26.935501585443344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.5, 'e': 0.0010571859419226581}",25,15,18.46859962348305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.5, 'e': 0.0010519000122130447}",30,20,18.74147530223288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.5, 'e': 0.0010466405121519796}",30,8,45.81381888381651,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.5, 'e': 0.0010414073095912197}",20,2,28.131065027634758,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.5, 'e': 0.0010362002730432635}",30,20,20.575887308710453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.5, 'e': 0.0010310192716780472}",20,11,17.68112915244257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.5, 'e': 0.001025864175319657}",20,5,27.83890610109291,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.5, 'e': 0.0010207348544430588}",25,10,26.48914885545715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.5, 'e': 0.0010156311801708434}",20,16,7.828432106065329,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.5, 'e': 0.0010105530242699892}",25,2,37.162288503388304,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.5, 'e': 0.0010055002591486393}",25,14,20.599639500835995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.5, 'e': 0.001000472757852896}",20,14,9.107284065296724,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.5, 'e': 0.0009954703940636316}",25,12,21.291320138636447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,14,7.813670081308659,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,8,21.97083081738655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,16,17.289982515223628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,23,13.68357130019363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,9,23.1997296918411,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,11,21.29584063163361,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,0,37.65558851141561,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",25,19,10.84989103686163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,11,24.97547275249223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,13,15.540172808257774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
